customer_id,customer_name,boiler_history,boiler_company,registration_date,have_insurance
CUST00035568,Customer_116,Yes,Worcester Bosch,2019-01-01,Yes
CUST00018814,Customer_117,Yes,Ideal,2019-09-05,Yes
CUST00110949,Customer_118,Yes,Worcester Bosch,2022-08-11,No
CUST00000833,Customer_119,Yes,Ideal,2021-03-21,Yes
CUST00220251,Customer_120,Yes,Vaillant,2017-06-28,No
CUST00038462,Customer_121,Yes,Worcester Bosch,2021-12-15,No
CUST00124457,Customer_122,Yes,Glow-worm,2018-02-05,No
CUST00270885,Customer_123,Yes,Viessmann,2022-06-20,Yes
CUST00105624,Customer_124,Yes,Baxi,2023-10-23,No
CUST00232229,Customer_125,Yes,Ideal,2018-12-07,Yes
CUST00043842,Customer_126,Yes,Glow-worm,2015-09-13,Yes
CUST00122934,Customer_127,Yes,Baxi,2017-07-05,No
CUST00122259,Customer_128,Yes,Baxi,2024-09-23,No
CUST00266364,Customer_129,Yes,Worcester Bosch,2023-10-26,No
CUST00253018,Customer_130,Yes,Baxi,2023-11-28,No
CUST00025904,Customer_131,Yes,Viessmann,2023-05-30,Yes
CUST00109652,Customer_132,Yes,Glow-worm,2016-01-18,No
CUST00027310,Customer_133,Yes,Baxi,2023-06-17,Yes
CUST00222395,Customer_134,Yes,Worcester Bosch,2022-10-04,No
CUST00268628,Customer_135,Yes,Viessmann,2020-07-31,No
CUST00072606,Customer_136,Yes,Vaillant,2024-12-15,Yes
CUST00136784,Customer_137,Yes,Glow-worm,2025-02-23,Yes
CUST00076374,Customer_138,Yes,Baxi,2017-10-02,Yes
CUST00189287,Customer_139,Yes,Worcester Bosch,2022-02-22,Yes
CUST00107207,Customer_140,Yes,Vaillant,2015-08-20,No
CUST00069676,Customer_141,Yes,Vaillant,2022-01-12,Yes
CUST00043937,Customer_142,Yes,Ideal,2015-10-31,Yes
CUST00148075,Customer_143,Yes,Viessmann,2026-06-11,Yes
CUST00211330,Customer_144,Yes,Baxi,2017-03-09,No
CUST00104871,Customer_145,Yes,Worcester Bosch,2017-02-28,No
CUST00025472,Customer_146,Yes,Ideal,2024-03-03,Yes
CUST00243816,Customer_147,Yes,Viessmann,2016-08-17,Yes
CUST00097802,Customer_148,Yes,Ideal,2015-11-25,Yes
CUST00270736,Customer_149,Yes,Glow-worm,2024-01-03,Yes
CUST00120486,Customer_150,Yes,Viessmann,2016-12-18,No
CUST00038415,Customer_151,Yes,Viessmann,2018-01-15,No
CUST00072827,Customer_152,Yes,Baxi,2024-05-22,No
CUST00166612,Customer_153,Yes,Viessmann,2020-01-07,Yes
CUST00266329,Customer_154,Yes,Ideal,2021-01-27,No
CUST00165228,Customer_155,Yes,Viessmann,2016-08-23,No
CUST00213696,Customer_156,Yes,Baxi,2023-03-30,Yes
CUST00242229,Customer_157,Yes,Baxi,2015-03-31,Yes
CUST00036112,Customer_158,Yes,Glow-worm,2024-07-22,Yes
CUST00195362,Customer_159,Yes,Ideal,2017-05-24,No
CUST00062514,Customer_160,Yes,Vaillant,2024-10-19,Yes
CUST00243730,Customer_161,Yes,Vaillant,2022-09-24,No
CUST00035881,Customer_162,Yes,Viessmann,2019-03-28,Yes
CUST00194926,Customer_163,Yes,Glow-worm,2020-12-16,Yes
CUST00077265,Customer_164,Yes,Worcester Bosch,2019-08-30,Yes
CUST00108606,Customer_165,Yes,Viessmann,2017-01-02,Yes
CUST00133701,Customer_166,Yes,Glow-worm,2020-04-24,Yes
CUST00160572,Customer_167,Yes,Ideal,2024-09-29,No
CUST00238491,Customer_168,Yes,Ideal,2023-06-12,No
CUST00104331,Customer_169,Yes,Ideal,2022-09-25,Yes
CUST00112868,Customer_170,Yes,Ideal,2019-11-25,Yes
CUST00103577,Customer_171,Yes,Ideal,2021-04-16,Yes
CUST00208932,Customer_172,Yes,Glow-worm,2019-11-06,Yes
CUST00046515,Customer_173,Yes,Glow-worm,2020-02-11,Yes
CUST00002336,Customer_174,Yes,Baxi,2021-11-20,No
CUST00011108,Customer_175,Yes,Vaillant,2015-10-01,No
CUST00033902,Customer_176,Yes,Ideal,2024-03-29,Yes
CUST00043166,Customer_177,Yes,Worcester Bosch,2022-10-06,Yes
CUST00078670,Customer_178,Yes,Glow-worm,2025-02-08,No
CUST00256009,Customer_179,Yes,Worcester Bosch,2020-10-19,No
CUST00196119,Customer_180,Yes,Worcester Bosch,2024-05-21,Yes
CUST00256225,Customer_181,Yes,Worcester Bosch,2016-02-05,Yes
CUST00111465,Customer_182,Yes,Baxi,2022-04-20,No
CUST00229407,Customer_183,Yes,Glow-worm,2021-05-01,Yes
CUST00229829,Customer_184,Yes,Worcester Bosch,2023-05-15,Yes
CUST00091758,Customer_185,Yes,Ideal,2018-12-18,No
CUST00164960,Customer_186,Yes,Viessmann,2024-07-16,Yes
CUST00244633,Customer_187,Yes,Worcester Bosch,2023-11-16,No
CUST00144590,Customer_188,Yes,Baxi,2017-04-30,No
CUST00182289,Customer_189,Yes,Glow-worm,2018-01-22,No
CUST00166915,Customer_190,Yes,Baxi,2015-11-04,No
CUST00014745,Customer_191,Yes,Worcester Bosch,2020-07-08,Yes
CUST00158571,Customer_192,Yes,Glow-worm,2020-01-11,No
CUST00023595,Customer_193,Yes,Viessmann,2018-02-22,No
CUST00031284,Customer_194,Yes,Worcester Bosch,2022-12-15,Yes
CUST00067850,Customer_195,Yes,Baxi,2026-04-28,No
CUST00029975,Customer_196,Yes,Vaillant,2021-07-27,No
CUST00142811,Customer_197,Yes,Ideal,2015-11-08,Yes
CUST00212307,Customer_198,Yes,Baxi,2025-02-27,No
CUST00062361,Customer_199,Yes,Glow-worm,2018-09-09,No
CUST00172987,Customer_200,Yes,Worcester Bosch,2021-05-12,No
CUST00165812,Customer_201,Yes,Ideal,2016-08-15,Yes
CUST00250069,Customer_202,Yes,Worcester Bosch,2017-04-23,Yes
CUST00121046,Customer_203,Yes,Glow-worm,2025-02-26,No
CUST00271242,Customer_204,Yes,Worcester Bosch,2025-01-12,No
CUST00251678,Customer_205,Yes,Vaillant,2018-03-22,No
CUST00035874,Customer_206,Yes,Ideal,2016-01-14,Yes
CUST00230381,Customer_207,Yes,Ideal,2022-11-19,No
CUST00064940,Customer_208,Yes,Glow-worm,2023-09-16,Yes
CUST00138874,Customer_209,Yes,Vaillant,2017-04-27,No
CUST00225765,Customer_210,Yes,Baxi,2021-12-04,Yes
CUST00238930,Customer_211,Yes,Worcester Bosch,2024-12-21,Yes
CUST00160191,Customer_212,Yes,Viessmann,2026-06-24,No
CUST00134623,Customer_213,Yes,Worcester Bosch,2025-12-17,No
CUST00215812,Customer_214,Yes,Worcester Bosch,2019-08-30,Yes
CUST00051862,Customer_215,Yes,Baxi,2026-02-19,Yes
CUST00013062,Customer_216,Yes,Worcester Bosch,2020-12-27,Yes
CUST00262664,Customer_217,Yes,Vaillant,2026-07-08,No
CUST00025064,Customer_218,Yes,Vaillant,2024-05-26,No
CUST00013085,Customer_219,Yes,Ideal,2016-05-28,Yes
CUST00042452,Customer_220,Yes,Glow-worm,2023-05-13,Yes
CUST00048824,Customer_221,Yes,Viessmann,2019-09-23,No
CUST00171406,Customer_222,Yes,Worcester Bosch,2024-11-17,No
CUST00072023,Customer_223,Yes,Worcester Bosch,2026-03-17,Yes
CUST00025786,Customer_224,Yes,Baxi,2020-04-08,No
CUST00034672,Customer_225,Yes,Glow-worm,2018-12-08,Yes
CUST00145717,Customer_226,Yes,Vaillant,2025-02-09,No
CUST00125750,Customer_227,Yes,Viessmann,2018-05-25,No
CUST00118651,Customer_228,Yes,Ideal,2018-02-09,No
CUST00045541,Customer_229,Yes,Vaillant,2016-11-26,No
CUST00219056,Customer_230,Yes,Glow-worm,2017-06-27,Yes
CUST00016714,Customer_231,Yes,Ideal,2026-04-25,No
CUST00127058,Customer_232,Yes,Baxi,2024-05-18,No
CUST00255942,Customer_233,Yes,Baxi,2019-07-17,Yes
CUST00033992,Customer_234,Yes,Worcester Bosch,2018-09-28,No
CUST00050147,Customer_235,Yes,Glow-worm,2021-03-21,Yes
CUST00176498,Customer_236,Yes,Viessmann,2024-04-14,No
CUST00213967,Customer_237,Yes,Ideal,2017-11-10,No
CUST00187998,Customer_238,Yes,Vaillant,2021-07-15,Yes
CUST00162225,Customer_239,Yes,Glow-worm,2025-05-14,Yes
CUST00265574,Customer_240,Yes,Glow-worm,2017-05-13,Yes
CUST00146936,Customer_241,Yes,Baxi,2021-01-11,Yes
CUST00163709,Customer_242,Yes,Worcester Bosch,2017-09-23,Yes
CUST00229717,Customer_243,Yes,Worcester Bosch,2019-08-19,No
CUST00002998,Customer_244,Yes,Ideal,2024-08-16,Yes
CUST00178609,Customer_245,Yes,Baxi,2020-04-30,No
CUST00164525,Customer_246,Yes,Glow-worm,2024-04-13,No
CUST00005826,Customer_247,Yes,Viessmann,2025-08-23,Yes
CUST00204400,Customer_248,Yes,Baxi,2024-03-27,Yes
CUST00235982,Customer_249,Yes,Ideal,2024-02-27,No
CUST00254772,Customer_250,Yes,Ideal,2021-08-03,No
CUST00153850,Customer_251,Yes,Baxi,2016-04-11,Yes
CUST00234794,Customer_252,Yes,Ideal,2019-05-07,No
CUST00257865,Customer_253,Yes,Baxi,2023-05-24,No
CUST00260578,Customer_254,Yes,Vaillant,2023-04-08,Yes
CUST00232581,Customer_255,Yes,Baxi,2021-01-03,No
CUST00057022,Customer_256,Yes,Baxi,2015-04-30,Yes
CUST00102079,Customer_257,Yes,Ideal,2021-10-10,Yes
CUST00253915,Customer_258,Yes,Ideal,2022-06-29,No
CUST00123279,Customer_259,Yes,Worcester Bosch,2026-01-28,No
CUST00229007,Customer_260,Yes,Worcester Bosch,2023-04-24,No
CUST00222170,Customer_261,Yes,Vaillant,2025-07-08,Yes
CUST00029802,Customer_262,Yes,Worcester Bosch,2016-01-14,Yes
CUST00082691,Customer_263,Yes,Baxi,2017-01-11,No
CUST00129488,Customer_264,Yes,Ideal,2019-12-11,Yes
CUST00242058,Customer_265,Yes,Worcester Bosch,2017-10-23,Yes
CUST00032063,Customer_266,Yes,Worcester Bosch,2023-06-21,No
CUST00197211,Customer_267,Yes,Vaillant,2026-01-24,No
CUST00038904,Customer_268,Yes,Glow-worm,2021-07-12,No
CUST00097096,Customer_269,Yes,Vaillant,2017-02-10,No
CUST00033342,Customer_270,Yes,Baxi,2015-05-08,No
CUST00017465,Customer_271,Yes,Ideal,2016-06-25,Yes
CUST00248664,Customer_272,Yes,Vaillant,2018-01-24,No
CUST00207798,Customer_273,Yes,Worcester Bosch,2026-05-17,Yes
CUST00113735,Customer_274,Yes,Ideal,2021-06-18,Yes
CUST00138885,Customer_275,Yes,Ideal,2017-05-16,Yes
CUST00080009,Customer_276,Yes,Worcester Bosch,2019-06-13,Yes
CUST00071614,Customer_277,Yes,Vaillant,2018-09-25,Yes
CUST00068365,Customer_278,Yes,Worcester Bosch,2019-11-30,No
CUST00110130,Customer_279,Yes,Glow-worm,2021-05-02,No
CUST00201169,Customer_280,Yes,Ideal,2017-03-09,Yes
CUST00135950,Customer_281,Yes,Viessmann,2019-11-25,No
CUST00041259,Customer_282,Yes,Viessmann,2023-02-16,Yes
CUST00032874,Customer_283,Yes,Baxi,2022-06-01,No
CUST00242581,Customer_284,Yes,Worcester Bosch,2024-02-21,Yes
CUST00128527,Customer_285,Yes,Worcester Bosch,2025-05-10,Yes
CUST00160089,Customer_286,Yes,Baxi,2017-06-18,Yes
CUST00012531,Customer_287,Yes,Baxi,2021-04-22,Yes
CUST00085990,Customer_288,Yes,Baxi,2022-01-13,Yes
CUST00146584,Customer_289,Yes,Ideal,2023-03-23,Yes
CUST00074011,Customer_290,Yes,Glow-worm,2015-12-15,Yes
CUST00146081,Customer_291,Yes,Worcester Bosch,2023-07-22,Yes
CUST00070049,Customer_292,Yes,Ideal,2026-01-25,No
CUST00211239,Customer_293,Yes,Baxi,2022-12-27,No
CUST00043439,Customer_294,Yes,Worcester Bosch,2019-11-14,Yes
CUST00090879,Customer_295,Yes,Ideal,2024-08-01,Yes
CUST00202752,Customer_296,Yes,Glow-worm,2025-10-23,Yes
CUST00048855,Customer_297,Yes,Ideal,2024-05-04,No
CUST00210109,Customer_298,Yes,Glow-worm,2019-04-09,Yes
CUST00174526,Customer_299,Yes,Baxi,2022-12-17,Yes
CUST00126816,Customer_300,Yes,Glow-worm,2019-09-29,No
CUST00105093,Customer_301,Yes,Worcester Bosch,2026-05-18,No
CUST00231868,Customer_302,Yes,Baxi,2022-08-30,Yes
CUST00125911,Customer_303,Yes,Worcester Bosch,2019-09-21,Yes
CUST00251621,Customer_304,Yes,Viessmann,2022-03-18,No
CUST00258477,Customer_305,Yes,Vaillant,2019-05-31,No
CUST00261965,Customer_306,Yes,Glow-worm,2021-09-15,Yes
CUST00231656,Customer_307,Yes,Vaillant,2019-03-30,Yes
CUST00064413,Customer_308,Yes,Vaillant,2016-09-02,Yes
CUST00174325,Customer_309,Yes,Glow-worm,2018-12-24,No
CUST00136028,Customer_310,Yes,Baxi,2019-07-05,No
CUST00029520,Customer_311,Yes,Viessmann,2024-03-14,No
CUST00192526,Customer_312,Yes,Worcester Bosch,2019-02-04,Yes
CUST00133199,Customer_313,Yes,Ideal,2022-12-09,No
CUST00193053,Customer_314,Yes,Worcester Bosch,2022-04-17,Yes
CUST00230337,Customer_315,Yes,Ideal,2026-05-26,No
CUST00009159,Customer_316,Yes,Worcester Bosch,2017-04-29,No
CUST00149063,Customer_317,Yes,Glow-worm,2022-03-21,Yes
CUST00029736,Customer_318,Yes,Viessmann,2015-01-08,No
CUST00253432,Customer_319,Yes,Ideal,2022-11-09,Yes
CUST00035633,Customer_320,Yes,Baxi,2021-06-18,No
CUST00208862,Customer_321,Yes,Worcester Bosch,2025-07-28,Yes
CUST00026509,Customer_322,Yes,Worcester Bosch,2025-11-04,No
CUST00260371,Customer_323,Yes,Ideal,2015-05-09,Yes
CUST00007760,Customer_324,Yes,Baxi,2024-12-29,No
CUST00130426,Customer_325,Yes,Baxi,2016-05-06,Yes
CUST00217880,Customer_326,Yes,Glow-worm,2018-10-11,No
CUST00004969,Customer_327,Yes,Glow-worm,2020-07-10,Yes
CUST00055780,Customer_328,Yes,Glow-worm,2020-10-20,No
CUST00141922,Customer_329,Yes,Glow-worm,2017-08-08,No
CUST00012429,Customer_330,Yes,Glow-worm,2016-10-28,Yes
CUST00004049,Customer_331,Yes,Glow-worm,2019-05-19,Yes
CUST00226594,Customer_332,Yes,Viessmann,2017-10-10,No
CUST00091276,Customer_333,Yes,Baxi,2022-06-14,No
CUST00195127,Customer_334,Yes,Glow-worm,2026-01-04,Yes
CUST00195162,Customer_335,Yes,Baxi,2020-06-24,Yes
CUST00021673,Customer_336,Yes,Baxi,2020-06-02,No
CUST00008582,Customer_337,Yes,Vaillant,2017-08-14,Yes
CUST00175739,Customer_338,Yes,Viessmann,2025-01-15,No
CUST00072636,Customer_339,Yes,Glow-worm,2025-11-19,No
CUST00216399,Customer_340,Yes,Worcester Bosch,2022-11-20,No
CUST00234684,Customer_341,Yes,Ideal,2016-02-05,No
CUST00089032,Customer_342,Yes,Worcester Bosch,2020-02-19,No
CUST00030079,Customer_343,Yes,Viessmann,2015-02-10,No
CUST00212791,Customer_344,Yes,Ideal,2020-12-27,No
CUST00062041,Customer_345,Yes,Viessmann,2025-02-08,No
CUST00209132,Customer_346,Yes,Baxi,2018-02-03,No
CUST00248791,Customer_347,Yes,Ideal,2019-04-28,No
CUST00026291,Customer_348,Yes,Baxi,2019-01-24,No
CUST00140614,Customer_349,Yes,Worcester Bosch,2020-08-16,No
CUST00151660,Customer_350,Yes,Worcester Bosch,2020-03-28,No
CUST00058540,Customer_351,Yes,Ideal,2019-04-18,Yes
CUST00091930,Customer_352,Yes,Ideal,2021-07-16,No
CUST00105147,Customer_353,Yes,Glow-worm,2020-01-29,Yes
CUST00177199,Customer_354,Yes,Viessmann,2018-06-11,Yes
CUST00189937,Customer_355,Yes,Glow-worm,2016-09-13,Yes
CUST00162770,Customer_356,Yes,Viessmann,2025-11-03,No
CUST00062262,Customer_357,Yes,Glow-worm,2015-02-03,Yes
CUST00047615,Customer_358,Yes,Baxi,2020-08-12,Yes
CUST00226460,Customer_359,Yes,Ideal,2018-08-20,Yes
CUST00069432,Customer_360,Yes,Worcester Bosch,2016-09-14,Yes
CUST00268105,Customer_361,Yes,Viessmann,2025-04-05,No
CUST00174809,Customer_362,Yes,Viessmann,2026-02-08,Yes
CUST00029899,Customer_363,Yes,Worcester Bosch,2020-12-08,Yes
CUST00137125,Customer_364,Yes,Glow-worm,2021-02-22,No
CUST00200835,Customer_365,Yes,Viessmann,2025-06-11,No
CUST00204241,Customer_366,Yes,Baxi,2023-03-24,Yes
CUST00093872,Customer_367,Yes,Ideal,2020-07-03,Yes
CUST00151646,Customer_368,Yes,Worcester Bosch,2020-10-30,Yes
CUST00206854,Customer_369,Yes,Ideal,2025-10-28,Yes
CUST00061564,Customer_370,Yes,Viessmann,2026-07-05,No
CUST00093730,Customer_371,Yes,Viessmann,2025-06-08,Yes
CUST00090946,Customer_372,Yes,Worcester Bosch,2017-08-11,Yes
CUST00117893,Customer_373,Yes,Baxi,2017-04-17,No
CUST00250529,Customer_374,Yes,Vaillant,2016-06-12,No
CUST00134814,Customer_375,Yes,Worcester Bosch,2025-09-13,Yes
CUST00088065,Customer_376,Yes,Vaillant,2018-04-30,No
CUST00043405,Customer_377,Yes,Glow-worm,2020-03-13,Yes
CUST00122282,Customer_378,Yes,Vaillant,2022-05-24,Yes
CUST00094801,Customer_379,Yes,Baxi,2026-01-01,Yes
CUST00121973,Customer_380,Yes,Glow-worm,2020-04-01,Yes
CUST00039411,Customer_381,Yes,Vaillant,2019-11-20,No
CUST00267440,Customer_382,Yes,Glow-worm,2022-11-07,No
CUST00076725,Customer_383,Yes,Vaillant,2016-10-02,No
CUST00098669,Customer_384,Yes,Baxi,2021-07-30,Yes
CUST00066364,Customer_385,Yes,Vaillant,2025-04-04,Yes
CUST00198897,Customer_386,Yes,Vaillant,2025-02-02,Yes
CUST00048532,Customer_387,Yes,Vaillant,2026-02-21,No
CUST00161184,Customer_388,Yes,Worcester Bosch,2019-10-26,No
CUST00146951,Customer_389,Yes,Worcester Bosch,2026-04-05,No
CUST00199649,Customer_390,Yes,Worcester Bosch,2016-10-22,Yes
CUST00235578,Customer_391,Yes,Baxi,2021-11-15,Yes
CUST00240087,Customer_392,Yes,Glow-worm,2026-05-21,Yes
CUST00205627,Customer_393,Yes,Viessmann,2026-03-15,Yes
CUST00197532,Customer_394,Yes,Vaillant,2016-03-01,Yes
CUST00171844,Customer_395,Yes,Vaillant,2025-03-17,No
CUST00109228,Customer_396,Yes,Baxi,2025-08-17,Yes
CUST00137553,Customer_397,Yes,Vaillant,2016-10-31,No
CUST00212468,Customer_398,Yes,Worcester Bosch,2021-06-01,Yes
CUST00044043,Customer_399,Yes,Viessmann,2015-10-26,Yes
CUST00116559,Customer_400,Yes,Ideal,2023-05-20,Yes
CUST00227724,Customer_401,Yes,Vaillant,2020-05-23,Yes
CUST00113276,Customer_402,Yes,Worcester Bosch,2023-11-17,Yes
CUST00201618,Customer_403,Yes,Ideal,2018-06-17,Yes
CUST00028589,Customer_404,Yes,Viessmann,2015-09-07,No
CUST00190162,Customer_405,Yes,Ideal,2016-02-17,Yes
CUST00010880,Customer_406,Yes,Worcester Bosch,2016-11-14,No
CUST00068432,Customer_407,Yes,Glow-worm,2016-04-22,No
CUST00144933,Customer_408,Yes,Glow-worm,2026-04-20,No
CUST00184504,Customer_409,Yes,Ideal,2020-07-19,Yes
CUST00194139,Customer_410,Yes,Baxi,2022-03-14,No
CUST00212517,Customer_411,Yes,Ideal,2016-03-22,No
CUST00220054,Customer_412,Yes,Vaillant,2015-04-15,Yes
CUST00162207,Customer_413,Yes,Vaillant,2024-02-02,Yes
CUST00041461,Customer_414,Yes,Glow-worm,2026-05-09,Yes
CUST00237975,Customer_415,Yes,Baxi,2017-05-30,Yes
CUST00061523,Customer_416,Yes,Worcester Bosch,2018-09-25,No
